name,type,ra_deg,dec_deg,mag
NGC0010,G,2.143917,-33.858333,12.49
NGC0011,G,2.177083,37.447917,14.44
NGC0012,G,2.186458,4.612528,13.18
NGC0013,G,2.198833,33.433333,14.08
NGC0014,G,2.193333,15.815556,12.44
NGC0015,G,2.260292,21.624528,15.08
NGC0016,G,2.267875,27.729417,12.0
NGC0017,G,2.777292,-12.107306,13.52
NGC0018,**,2.346250,27.732083,14.0
NGC0019,G,2.670292,32.983083,13.83
NGC0020,Dup,2.386250,33.308667,
NGC0021,G,2.695417,33.352833,13.42
NGC0022,G,2.450792,27.832306,14.83
NGC0023,G,2.472542,25.923778,11.98
NGC0024,G,2.485583,-24.963139,11.52
NGC0025,G,2.497000,-57.020833,15.5
NGC0026,G,2.607792,25.831833,13.84
NGC0027,G,2.636542,28.996250,14.43
NGC0028,G,2.605167,-56.989139,15.8
NGC0029,Dup,2.695417,33.352833,
NGC0030,**,2.711625,21.976972,
NGC0031,G,2.659958,-56.986500,14.58
NGC0032,*,2.723292,18.796000,
NGC0033,**,2.736000,3.675917,
NGC0034,Dup,2.777292,-12.107306,
NGC0035,G,2.793667,-12.020917,14.88
NGC0036,G,2.842917,6.389361,14.39
NGC0037,G,2.845542,-56.957333,14.94
NGC0038,G,2.945792,-5.586278,14.34
NGC0039,G,3.078583,31.061083,14.34
NGC0040,PN,3.254292,72.521944,11.89
NGC0041,G,3.199875,22.023389,14.52
NGC0042,G,3.234792,22.100306,15.07
NGC0043,G,3.253125,30.915278,13.87
NGC0044,**,3.305833,31.286250,
NGC0045,G,3.516625,-23.182083,10.44
NGC0046,*,3.541083,5.987694,11.68
NGC0047,G,3.627667,-7.167444,13.5
NGC0048,G,3.509125,48.234861,14.93
NGC0049,G,3.593458,48.246611,15.2
NGC0050,G,3.685708,-7.345083,12.79
NGC0051,G,3.645500,48.255694,14.44
NGC0052,G,3.667125,18.582028,14.34
NGC0053,G,3.678542,-60.328750,12.64
NGC0054,G,3.781958,-7.106722,14.31
NGC0055,G,3.723333,-39.196639,8.54
NGC0056,Other,3.836083,12.444528,
NGC0057,G,3.878625,17.328528,11.65
NGC0058,Dup,3.627667,-7.167444,
NGC0059,G,3.854708,-21.444389,12.45
NGC0060,G,3.992667,-0.303528,14.86
NGC0061,GPair,4.100833,-6.319444,
NGC0061A,G,4.101417,-6.321917,14.1
NGC0061B,G,4.100292,-6.318861,14.04
NGC0062,G,4.272583,-13.487111,14.29
NGC0063,G,4.439667,11.450333,12.53
NGC0064,G,4.376542,-6.824611,14.09
NGC0065,G,4.744625,-22.880361,14.67
NGC0066,G,4.770583,-22.936389,14.12
NGC0067,G,4.550792,30.055528,16.47
NGC0068,G,4.577042,30.071750,14.42
NGC0069,G,4.585458,30.039972,14.71
NGC0070,G,4.593917,30.079583,14.5
NGC0071,G,4.598250,30.063250,14.09
NGC0072,G,4.618208,30.040694,13.56
NGC0072A,G,4.642917,30.036389,14.64
NGC0073,G,4.662542,-15.322250,14.37
NGC0074,G,4.705583,30.061972,15.64
NGC0075,G,4.859708,6.449361,14.64
NGC0076,G,4.907458,29.933861,14.06
NGC0077,G,5.006875,-22.532111,15.92
NGC0078,GPair,5.110833,0.829722,
NGC0078A,G,5.107458,0.826333,13.72
NGC0078B,G,5.114625,0.833556,13.5
NGC0079,G,5.261875,22.566583,15.16
NGC0080,G,5.295208,22.357194,12.3
NGC0081,G,5.305292,22.382889,16.37
NGC0082,*,5.323125,22.460361,
NGC0083,G,5.343333,22.433611,12.55
NGC0084,*,5.338542,22.619694,
NGC0085,G,5.356375,22.511778,15.79
NGC0085B,G,5.370833,22.505833,15.51
NGC0086,G,5.369042,22.556417,14.85
NGC0087,G,5.309458,-48.628222,14.26
NGC0088,G,5.342167,-48.640167,14.41
NGC0089,G,5.351500,-48.665306,13.49
NGC0090,G,5.464167,22.400000,13.77
NGC0091,*,5.465500,22.368361,15.2
NGC0092,G,5.382083,-48.624750,13.19
NGC0093,G,5.513458,22.408083,13.27
NGC0094,G,5.556375,22.483056,15.4
NGC0095,G,5.556417,10.491583,12.61
NGC0096,G,5.573792,22.546250,15.49
NGC0097,G,5.625000,29.745361,13.41
NGC0098,G,5.706417,-45.269000,12.7
NGC0099,G,5.997458,15.770417,13.78
NGC0100,G,6.011833,16.486389,13.21
NGC0101,G,5.977542,-32.536167,12.84
NGC0102,G,6.152208,-13.956361,14.38
NGC0103,OCl,6.318333,61.323472,9.8
NGC0104,GCl,6.022333,-72.081444,4.09
NGC0105,G,6.319917,12.883861,13.2
NGC0106,G,6.182292,-5.148750,14.53
NGC0107,G,6.425833,-8.282806,15.03
NGC0108,G,6.498875,29.212056,13.26
NGC0109,G,6.561000,21.807306,13.74
NGC0110,OCl,6.854208,71.391528,
NGC0111,Other,6.660042,-2.624972,
NGC0112,G,6.703042,31.703306,14.45
NGC0113,G,6.727667,-2.500889,14.01
NGC0114,G,6.742625,-1.786250,14.69
NGC0115,G,6.692833,-33.677083,13.72
NGC0116,G,6.771792,-7.668250,14.7
NGC0117,G,6.796125,1.333722,15.41
NGC0118,G,6.817583,-1.780139,14.83
NGC0119,G,6.740042,-56.978056,15.7
NGC0120,G,6.875333,-1.513472,14.56
NGC0121,GCl,6.701042,-71.535667,11.24
NGC0122,*,6.909708,-1.640472,
NGC0123,*,6.916625,-1.627639,
NGC0124,G,6.968167,-1.810194,13.73
NGC0125,G,7.209125,2.838861,12.34
NGC0126,G,7.283750,2.811111,15.46
NGC0127,G,7.301542,2.872694,15.32
NGC0128,G,7.312750,2.864056,11.63
NGC0129,OCl,7.492458,60.211167,6.5
NGC0130,G,7.327292,2.870444,14.81
NGC0131,G,7.410500,-33.259750,13.21
NGC0132,G,7.544625,2.093444,13.71
NGC0133,OCl,7.820667,63.352611,9.4
NGC0134,G,7.591542,-33.244028,10.31
NGC0135,G,7.941417,-13.337472,15.01
NGC0136,OCl,7.878292,61.509250,
NGC0137,G,7.742083,10.208417,12.79
NGC0138,G,7.746833,5.159750,14.73
NGC0139,G,7.776667,5.078750,15.45
NGC0140,G,7.835292,30.792500,14.16
NGC0141,G,7.822667,5.179750,15.33
NGC0142,G,7.783667,-22.618667,14.55
NGC0143,G,7.815083,-22.559944,15.31
NGC0144,G,7.836125,-22.645722,14.36
NGC0145,G,7.940583,-5.152639,12.75
NGC0146,OCl,8.266417,63.309000,9.1
NGC0147,G,8.300500,48.508750,9.72
NGC0148,G,8.564583,-31.786000,12.16
NGC0149,G,8.459417,30.723417,14.96
NGC0150,G,8.564500,-27.803583,11.41
NGC0151,G,8.511625,-9.705333,11.66
NGC0152,OCl,8.218583,-73.120389,12.26
NGC0153,Dup,8.511625,-9.705333,
NGC0154,G,8.581125,-12.656306,15.18
NGC0155,G,8.667000,-10.766500,14.15
NGC0156,**,8.649250,-8.340056,
NGC0157,G,8.694833,-8.396444,13.11
NGC0158,**,8.773333,-8.345722,
NGC0159,G,8.648042,-55.789972,14.87
NGC0160,G,9.016917,23.957889,12.66
NGC0161,G,8.891417,-2.848694,14.36
NGC0162,*,9.038583,23.962417,
NGC0163,G,8.999292,-10.121694,12.74
NGC0164,G,9.137125,2.749778,15.95
NGC0165,G,9.120500,-10.106167,13.19
NGC0166,G,8.953250,-13.610639,15.18
NGC0167,G,8.846208,-23.375000,14.32
NGC0168,G,9.161083,-22.593500,14.88
NGC0169,G,9.215000,23.990917,13.1
NGC0169A,G,9.218042,23.984972,13.68
NGC0170,G,9.190917,1.886472,15.36
NGC0171,G,9.339708,-19.934250,12.25
NGC0172,G,9.306708,-22.587028,13.52
NGC0173,G,9.301958,1.942250,13.45
NGC0174,G,9.245583,-29.477833,13.8
NGC0175,Dup,9.339708,-19.934250,
NGC0176,OCl,8.991125,-73.166389,13.01
NGC0177,G,9.393083,-22.549250,14.15
NGC0178,G,9.785000,-14.172833,12.57
NGC0179,G,9.442833,-17.849472,13.21
NGC0180,G,9.490417,8.635194,14.19
NGC0181,G,9.596708,29.472583,15.53
NGC0182,G,9.551583,2.728556,12.57
NGC0183,G,9.622458,29.511222,12.74
NGC0184,G,9.649083,29.447611,15.46
NGC0185,G,9.741542,48.337389,9.2
NGC0186,G,9.605417,3.166444,14.72
NGC0187,G,9.876708,-14.656306,14.0
NGC0188,OCl,11.864708,85.269639,8.1
NGC0189,OCl,9.898750,61.094472,8.8
NGC0190,GPair,9.727917,7.059722,
NGC0190 NED01,G,9.727833,7.062694,14.93
NGC0190 NED02,G,9.728042,7.056722,15.71
NGC0191,G,9.747667,-9.002611,13.81
NGC0191A,G,9.751000,-9.014583,14.59
NGC0192,G,9.805958,0.864333,12.64
NGC0193,G,9.827458,3.331111,12.3
NGC0194,G,9.826750,3.037444,12.13
NGC0195,G,9.899125,-9.194528,13.45
NGC0196,G,9.824333,0.912750,13.49
NGC0197,G,9.828292,0.891917,13.53
NGC0198,G,9.845750,2.797917,13.1
NGC0199,G,9.888208,3.138528,14.61
NGC0200,G,9.895333,2.887444,12.65
NGC0201,G,9.895083,0.859889,12.99
NGC0202,G,9.916042,3.536278,15.45
NGC0203,G,9.914708,3.442889,14.92
NGC0204,G,9.934458,3.299583,12.96
NGC0205,G,10.092000,41.685306,8.15
NGC0206,*Ass,10.130417,40.739278,
NGC0207,G,9.919625,-14.237083,14.74
NGC0208,G,10.073250,2.756500,15.45
NGC0209,G,9.765000,-18.608278,14.09
NGC0210,G,10.145917,-13.872806,11.12
NGC0211,Dup,9.914708,3.442889,
NGC0212,G,10.055542,-56.153028,15.4
NGC0213,G,10.291667,16.469389,14.72
NGC0214,G,10.366792,25.499444,12.21
NGC0215,G,10.203625,-56.214056,14.09
NGC0216,G,10.363125,-21.045444,13.21
NGC0217,G,10.391208,-10.021417,12.1
NGC0218,G,11.633292,36.325611,13.53
NGC0219,G,10.547125,0.904556,15.23
NGC0220,OCl,10.124542,-73.403972,14.39
NGC0221,G,10.674292,40.865278,8.13
NGC0222,OCl,10.182125,-73.385694,12.64
NGC0223,G,10.566167,0.845500,14.33
NGC0224,G,10.684792,41.269056,3.44
NGC0225,OCl,10.901583,61.766944,7.0
NGC0226,G,10.725167,32.580972,14.38
NGC0227,G,10.653458,-1.528778,12.16
NGC0228,G,10.727125,23.503056,14.82
NGC0229,G,10.769333,23.509111,14.62
NGC0230,G,10.613208,-23.628806,15.61
NGC0231,OCl,10.276792,-73.352417,12.87
NGC0232,G,10.690917,-23.561361,14.46
NGC0233,G,10.902333,30.587000,13.76
NGC0234,G,10.884958,14.342556,13.43
NGC0235,GPair,10.721667,-23.543333,
NGC0235A,G,10.720042,-23.541028,13.55
NGC0235B,G,10.723333,-23.545556,13.97
NGC0236,G,10.864750,2.958194,14.44
NGC0237,G,10.866000,-0.124917,13.6
NGC0238,G,10.857292,-50.182833,12.51
NGC0239,G,11.156292,-3.759250,14.28
NGC0240,G,11.258042,6.113361,14.72
NGC0241,OCl,10.881375,-73.440472,
NGC0242,OCl,10.890750,-73.446306,12.1
NGC0243,G,11.503625,29.959500,14.53
NGC0244,G,11.443458,-15.596889,13.79
NGC0245,G,11.522458,-1.723389,12.35
NGC0246,PN,11.764000,-11.871944,10.9
NGC0247,G,11.785625,-20.760389,9.21
NGC0247A,G,11.867250,-20.397639,17.22
NGC0247B,G,11.896458,-20.428694,14.43
NGC0247C,GPair,11.907125,-20.452806,16.39
NGC0247D,G,11.904125,-20.486000,15.7
NGC0248,Cl+N,11.350167,-73.379806,
NGC0249,HII,11.386917,-73.080083,13.8
NGC0250,G,11.816708,7.910028,14.83
NGC0251,G,11.975125,19.596833,12.6
NGC0252,G,12.006250,27.623639,12.49
NGC0253,G,11.888000,-25.288222,11.11
NGC0254,G,11.865042,-31.421750,11.67
NGC0255,G,11.947125,-11.468694,11.93
NGC0256,OCl,11.472208,-73.506833,12.5
NGC0257,G,12.006292,8.297083,12.62
NGC0258,G,12.053292,27.657194,15.23
NGC0259,G,12.013708,-2.775333,13.7
NGC0260,G,12.144375,27.692444,14.27
NGC0261,Neb,11.616292,-73.103639,13.0
NGC0262,G,12.196417,31.956972,14.38
NGC0263,G,12.201958,-13.107389,15.11
NGC0264,G,12.087250,-38.234361,14.5
NGC0265,OCl,11.792333,-73.477167,12.17
NGC0266,G,12.449167,32.277722,11.82
NGC0267,OCl,12.012083,-73.274028,
NGC0268,G,12.539833,-5.193722,13.03
NGC0269,OCl,12.091792,-73.531528,12.59
NGC0270,G,12.635500,-8.651639,13.78
NGC0271,G,12.674417,-1.910250,13.2
NGC0272,OCl,12.854833,35.821750,
NGC0273,G,12.701875,-6.885694,12.92
NGC0274,G,12.757750,-7.056944,13.38
NGC0275,G,12.767500,-7.066667,12.43
NGC0276,G,13.027375,-22.680139,15.85
NGC0277,G,12.821792,-8.596833,14.36
NGC0278,G,13.017958,47.550500,10.85
NGC0279,G,13.037292,-2.218444,13.96
NGC0280,G,13.126083,24.350583,14.55
NGC0281,HII,13.247292,56.621889,
NGC0282,G,13.175625,30.639056,14.59
NGC0283,G,13.305042,-13.163889,15.36
NGC0284,G,13.351125,-13.158861,15.93
NGC0285,G,13.374542,-13.160722,16.13
NGC0286,G,13.376583,-13.112778,15.33
NGC0287,G,13.367875,32.482306,14.74
NGC0288,GCl,13.197708,-26.589889,8.13
NGC0289,G,13.176500,-31.205833,11.18
NGC0290,OCl,12.809083,-73.161528,11.71
NGC0291,G,13.374667,-8.767806,14.64
NGC0292,G,13.186583,-72.828611,2.3
NGC0293,G,13.566500,-7.235472,15.05
NGC0294,OCl,13.269625,-73.380361,12.24
NGC0295,G,14.884500,31.798056,14.98
NGC0296,G,13.781292,31.542278,12.29
NGC0297,G,13.745583,-7.349667,16.88
NGC0298,G,13.759792,-7.333083,16.52
NGC0299,OCl,13.350292,-72.197111,11.73
NGC0300,G,13.722833,-37.684389,8.66
NGC0301,G,14.076458,-10.673889,15.62
NGC0302,*,14.105458,-10.663222,
NGC0303,G,13.727958,-16.654611,15.35
NGC0304,G,14.025083,24.126889,12.67
NGC0305,Other,14.087167,12.065111,
NGC0306,OCl,13.559083,-72.242333,12.07
NGC0307,G,14.135750,-1.771944,12.79
NGC0308,*,14.142583,-1.783917,
NGC0309,G,14.177750,-9.913861,12.17
NGC0310,*,14.199917,-1.765778,
NGC0311,G,14.386375,30.280750,13.0
NGC0312,G,14.066375,-52.782694,12.39
NGC0313,Other,14.440167,30.366083,
NGC0314,G,14.218375,-31.962972,14.4
NGC0315,G,14.453667,30.352444,11.6
NGC0316,*,14.468542,30.354306,16.8
NGC0317,GPair,14.415417,43.796389,
NGC0317A,G,14.412708,43.800778,13.56
NGC0317B,G,14.418542,43.792250,13.94
NGC0318,G,14.521792,30.425528,15.26
NGC0319,G,14.240000,-43.838778,14.3
NGC0320,G,14.693875,-20.840083,14.62
NGC0321,G,14.413458,-5.086194,15.81
NGC0322,G,14.291708,-43.727083,14.33
NGC0323,G,14.173542,-52.975917,12.53
NGC0324,G,14.311583,-40.959111,12.81
NGC0325,G,14.449458,-5.112083,14.92
NGC0326,GPair,14.594583,26.865278,
NGC0326 NED01,G,14.594333,26.866250,13.26
NGC0326 NED02,G,14.595208,26.864556,
NGC0327,G,14.480667,-5.130417,13.42
NGC0328,G,14.239875,-52.923917,14.07
NGC0329,G,14.506667,-5.071222,13.27
NGC0330,OCl,14.073542,-72.462944,9.55
NGC0331,G,11.778583,-2.731139,15.51
NGC0332,G,14.704708,7.111306,14.82
NGC0333,GPair,14.713333,-16.470278,
NGC0333A,G,14.713792,-16.469194,16.0
NGC0333B,G,14.712875,-16.471444,14.9
NGC0334,G,14.707542,-35.116028,14.62
NGC0335,G,14.832417,-18.234667,15.16
NGC0336,G,14.511792,-18.384333,15.48
NGC0337,G,14.958708,-7.577972,11.48
NGC0337A,G,15.391250,-7.588250,12.37
NGC0338,G,15.151708,30.668972,12.7
NGC0339,GCl,14.425250,-74.473389,12.21
NGC0340,G,15.145333,-6.866583,14.52
NGC0341,G,15.190958,-9.185694,13.97
NGC0342,G,15.207750,-6.772556,15.43
NGC0343,G,14.599708,-23.225222,16.56
NGC0344,G,14.606000,-23.229222,16.87
NGC0345,G,15.342083,-6.884278,14.86
NGC0346,OCl,14.771000,-72.177111,
NGC0347,G,15.396500,-6.733667,15.71
NGC0348,G,15.216708,-53.244500,14.59
NGC0349,G,15.461458,-6.799806,14.05
NGC0350,G,15.486292,-6.795722,15.43
NGC0351,G,15.491000,-1.936750,14.12
NGC0352,G,15.538375,-4.245472,12.59
NGC0353,G,15.602208,-1.958861,14.63
NGC0354,G,15.818292,22.342667,14.16
NGC0355,G,15.779083,-6.324000,16.43
NGC0356,G,15.779583,-6.988361,14.08
NGC0357,G,15.841167,-6.339222,12.02
NGC0358,Other,16.295542,62.020444,
NGC0359,G,16.070667,-0.764917,14.42
NGC0360,G,15.714375,-65.609972,13.43
NGC0361,OCl,15.542333,-71.604750,11.77
NGC0362,GCl,15.809292,-70.848222,6.58
NGC0363,G,16.565792,-16.542750,15.64
NGC0364,G,16.170125,-0.802750,14.24
NGC0365,G,16.078000,-35.121417,14.25
NGC0366,OCl,16.608292,62.228917,
NGC0367,G,16.453708,-12.128472,15.45
NGC0368,G,16.091833,-43.276750,14.7
NGC0369,G,16.287125,-17.759194,14.58
NGC0370,Other,16.685792,32.428694,
NGC0371,OCl,15.873042,-72.056833,
NGC0372,Dup,16.685792,32.428694,
NGC0373,G,16.742542,32.308472,15.94
NGC0374,G,16.774083,32.795111,14.23
NGC0375,G,16.774667,32.348167,14.29
NGC0376,OCl,15.972708,-72.823667,10.9
NGC0377,G,16.645083,-20.332556,16.31
NGC0378,G,16.550875,-30.178139,13.8
NGC0379,G,16.815375,32.520361,12.76
NGC0380,G,16.823292,32.482917,12.48
NGC0381,OCl,17.075042,61.583278,9.3
NGC0382,G,16.849458,32.403861,14.48
NGC0383,G,16.854000,32.412556,12.14
NGC0384,G,16.854583,32.292444,13.08
NGC0385,G,16.863542,32.319528,12.94
NGC0386,G,16.880375,32.362000,14.28
NGC0387,G,16.887750,32.391111,16.49
NGC0388,G,16.946458,32.309972,14.36
NGC0389,G,17.124708,39.695444,14.93
NGC0390,*,16.973958,32.433111,
NGC0391,G,16.844083,0.925944,14.33
NGC0392,G,17.097750,33.133611,12.71
NGC0393,G,17.153958,39.644306,12.54
NGC0394,G,17.108542,33.147972,13.83
NGC0395,OCl,16.284667,-71.990722,
NGC0396,G,17.035000,4.530861,
NGC0397,G,17.129583,33.109194,14.58
NGC0398,G,17.223625,32.514528,15.34
NGC0399,G,17.246667,32.634306,14.44
NGC0400,*,17.260375,32.732417,
NGC0401,*,17.282167,32.759333,
NGC0402,*,17.305667,32.806250,
NGC0403,G,17.309000,32.752139,13.18
NGC0404,G,17.362583,35.718139,10.55
NGC0405,Other,17.142125,-46.668500,6.89
NGC0406,G,16.854375,-69.879167,12.46
NGC0407,G,17.652333,33.126500,14.3
NGC0408,*,17.712875,33.151278,
NGC0409,G,17.388417,-35.805611,14.08
NGC0410,G,17.745417,33.151889,11.48
NGC0411,OCl,16.981958,-71.768361,12.1
NGC0412,NonEx,17.585333,-20.015806,
NGC0413,G,18.130833,-2.793417,15.06
NGC0414,GPair,17.824167,33.112778,
NGC0414 NED01,G,17.822833,33.113889,14.45
NGC0414 NED02,G,17.824792,33.112250,
NGC0415,G,17.523708,-35.490778,14.3
NGC0416,GCl,16.993750,-72.355056,11.76
NGC0417,G,17.773167,-18.148333,15.29
NGC0418,G,17.648417,-30.221278,12.58
NGC0419,GCl,17.071542,-72.883500,10.5
NGC0420,G,18.040208,32.123167,13.36
NGC0421,Other,18.060250,32.123500,
NGC0422,OCl,17.355792,-71.767222,13.26
NGC0423,G,17.842542,-29.234528,14.39
NGC0424,G,17.865125,-38.083472,14.12
NGC0425,G,18.260667,38.768361,13.46
NGC0426,G,18.202542,-0.290194,12.89
NGC0427,G,18.080167,-32.061167,15.1
NGC0428,G,18.232125,0.981556,11.47
NGC0429,G,18.239250,-0.345000,14.45
NGC0430,G,18.249708,-0.252500,12.53
NGC0431,G,18.518917,33.704194,13.96
NGC0432,G,17.942750,-61.527639,14.12
NGC0433,OCl,18.788583,60.125778,
NGC0434,G,18.058875,-58.247972,12.04
NGC0434A,G,18.123417,-58.209500,15.61
NGC0435,G,18.499375,2.071444,14.94
NGC0436,OCl,18.990750,58.817111,8.8
NGC0437,G,18.592875,5.926889,13.91
NGC0438,G,18.392333,-37.901639,13.61
NGC0439,G,18.446917,-31.747139,12.89
NGC0440,G,18.202083,-58.282278,13.18
NGC0441,G,18.463583,-31.788333,13.77
NGC0442,G,18.661042,-1.020639,14.35
NGC0443,G,18.781625,33.377333,14.25
NGC0444,G,18.956667,31.080250,14.24
NGC0445,G,18.718667,1.917444,15.45
NGC0446,G,19.015042,4.294111,13.5
NGC0447,G,18.906792,33.067722,13.94
NGC0448,G,18.818833,-1.626194,13.25
NGC0449,G,19.030208,33.089556,14.57
NGC0450,G,18.876833,-0.860972,12.79
NGC0451,G,19.051667,33.064111,14.76
NGC0452,G,19.061792,31.033833,12.59
NGC0453,Other,19.072583,33.014167,
NGC0454,GPair,18.593875,-55.398694,
NGC0454 NED01,G,18.590875,-55.401417,13.58
NGC0454 NED02,G,18.603875,-55.397083,13.58
NGC0455,G,18.990167,5.178694,13.85
NGC0456,OCl,18.434917,-73.290528,
NGC0457,OCl,19.886042,58.290694,6.4
NGC0458,OCl,18.722792,-71.552694,11.66
NGC0459,G,19.534125,17.562389,15.69
NGC0460,Cl+N,18.660833,-73.274194,
NGC0461,G,19.336000,-33.840889,14.08
NGC0462,G,19.545792,4.226000,15.74
NGC0463,G,19.742708,16.325750,15.14
NGC0464,**,19.861167,34.955417,
NGC0465,OCl,18.922292,-73.334611,
NGC0466,G,19.305250,-58.909944,13.59
NGC0467,G,19.792208,3.300833,12.1
NGC0468,G,19.952083,32.767778,15.2
NGC0469,G,19.887292,14.871944,15.23
NGC0470,G,19.936875,3.409944,11.79
NGC0471,G,19.998292,14.786222,13.32
NGC0472,G,20.119542,32.709028,14.16
NGC0473,G,19.979458,16.544694,12.5
NGC0474,G,20.027875,3.415389,11.52
NGC0475,G,20.008333,14.861056,15.97
NGC0476,G,20.082917,16.020139,15.17
NGC0477,G,20.334875,40.488194,13.91
NGC0478,G,20.038708,-22.377389,14.62
NGC0479,G,20.315542,3.862278,15.06
NGC0480,G,20.143292,-9.880222,16.05
NGC0481,G,20.302125,-9.211222,14.65
NGC0482,G,20.085083,-40.966111,14.47
NGC0483,G,20.484583,33.520972,13.96
NGC0484,G,19.894708,-58.524306,12.23
NGC0485,G,20.365000,7.018083,13.25
NGC0486,G,20.429333,5.346306,17.48
NGC0487,G,20.479542,-16.370361,14.41
NGC0488,G,20.445208,5.256722,10.26
NGC0489,G,20.474583,9.206556,13.43
NGC0490,G,20.511958,5.367194,14.48
NGC0491,G,20.335125,-34.063278,12.55
NGC0491A,G,20.019458,-33.899500,13.8
NGC0492,G,20.556500,5.417056,15.46
NGC0493,G,20.537458,0.945361,12.48
NGC0494,G,20.730833,33.173889,12.85
NGC0495,G,20.733333,33.471667,13.68
NGC0496,G,20.798333,33.529167,13.7
NGC0497,G,20.599083,-0.875194,13.02
NGC0498,G,20.797000,33.489361,16.49
NGC0499,G,20.797917,33.460556,12.27
NGC0500,G,20.664042,5.387278,15.05
NGC0501,G,20.843375,33.432972,14.45
NGC0502,G,20.731417,9.049194,12.79
NGC0503,G,20.868458,33.331722,15.16
NGC0504,G,20.866250,33.204444,13.95
NGC0505,G,20.737917,9.468889,15.04
NGC0506,*,20.897292,33.244667,
NGC0507,G,20.916292,33.256056,11.57
NGC0508,G,20.919167,33.280278,14.2
NGC0509,G,20.850375,9.433556,14.61
NGC0510,**,20.981500,33.496889,
NGC0511,G,20.878042,11.291000,15.34
NGC0512,G,20.999167,33.907778,13.87
NGC0513,G,21.111875,33.799444,13.4
NGC0514,G,21.016250,12.917389,11.71
NGC0515,G,21.160833,33.472778,14.26
NGC0516,G,21.033625,9.551694,14.25
NGC0517,G,21.182500,33.429444,13.56
NGC0518,G,21.073500,9.330944,14.32
NGC0519,G,21.119333,-1.641250,15.3
NGC0520,GPair,21.146125,3.792417,
NGC0520 NED01,G,21.143667,3.794944,11.47
NGC0520 NED02,G,21.144958,3.789778,12.4
NGC0521,G,21.140750,1.731389,11.8
NGC0522,G,21.191042,9.994639,12.95
NGC0523,G,21.336375,34.024944,12.71
NGC0524,G,21.198833,9.538833,10.35
NGC0525,G,21.220458,9.703333,14.54
NGC0526,GPair,20.993750,-35.122500,
NGC0526A,G,20.976625,-35.065528,14.6
NGC0526B,G,20.987833,-35.069278,14.5
NGC0527,G,20.992167,-35.115056,14.07
NGC0527B,G,20.997250,-35.127361,15.54
NGC0528,G,21.390000,33.671667,13.65
NGC0529,G,21.418333,34.713333,12.13
NGC0530,G,21.173542,-1.587083,13.9
NGC0531,G,21.578750,34.753889,14.87
NGC0532,G,21.322250,9.264111,12.21
NGC0533,G,21.380667,1.759111,11.47
NGC0534,G,21.185958,-38.129083,14.4
NGC0535,G,21.379792,-1.408139,14.85
NGC0536,G,21.590750,34.703028,12.37
NGC0537,Dup,21.336375,34.024944,
NGC0538,G,21.358542,-1.550639,14.62
NGC0539,G,21.340542,-18.163861,13.62
NGC0540,G,21.787083,-20.036639,15.72
NGC0541,G,21.434625,-1.379583,12.19
NGC0542,G,21.628750,34.675278,15.67
NGC0543,G,21.458292,-1.292806,13.17
NGC0544,G,21.300125,-38.094528,14.46
NGC0545,G,21.496333,-1.340222,13.34
NGC0546,G,21.303375,-38.069083,14.41
NGC0547,G,21.502625,-1.345167,13.34
NGC0548,G,21.510458,-1.225611,13.71
NGC0549,G,21.279500,-38.007750,15.5
NGC0550,G,21.677292,2.022361,13.5
NGC0551,G,21.919417,37.182917,13.42
NGC0552,*,21.542292,33.405861,
NGC0553,G,21.552500,33.405000,14.93
NGC0554,GPair,21.790000,-22.725000,
NGC0554A,G,21.790417,-22.724667,15.0
NGC0554B,G,21.789833,-22.725722,14.76
NGC0555,G,21.799208,-22.762167,15.31
NGC0556,G,21.802542,-22.697750,15.56
NGC0557,G,21.604792,-1.638722,14.82
NGC0558,G,21.817375,-1.970889,15.24
NGC0559,OCl,22.388208,63.301444,9.5
NGC0560,G,21.855917,-1.912972,12.9
NGC0561,G,22.078167,34.308639,14.02
NGC0562,G,22.121917,48.387083,14.46
NGC0563,Dup,21.340542,-18.163861,
NGC0564,G,21.950875,-1.879528,12.51
NGC0565,G,22.042417,-1.306028,14.42
NGC0566,G,22.262333,32.332250,14.53
NGC0567,G,21.760000,-10.265250,14.97
NGC0568,G,21.987542,-35.717694,12.62
NGC0569,G,22.279833,11.131472,14.65
NGC0570,G,22.244333,-0.949000,12.79
NGC0571,G,22.483250,32.501333,14.97
NGC0572,G,22.151750,-39.307306,15.14
NGC0573,G,22.705625,41.257306,13.52
NGC0574,G,22.262833,-35.598917,14.28
NGC0575,G,22.694333,21.440417,13.02
NGC0576,G,22.240292,-51.598667,14.42
NGC0577,G,22.669625,-1.994361,14.12
NGC0578,G,22.621208,-22.667361,11.09
NGC0579,G,22.943708,33.615556,13.33
NGC0580,Dup,22.669625,-1.994361,
NGC0581,OCl,23.340875,60.658000,7.4
NGC0582,G,22.991875,33.476528,13.16
NGC0583,G,22.433958,-18.339417,15.27
NGC0584,G,22.836458,-6.868056,10.35
NGC0585,G,22.925583,-0.933306,14.07
NGC0586,G,22.903542,-6.893750,13.14
NGC0587,G,23.138875,35.358583,13.59
NGC0588,HII,23.191417,30.647528,14.44
NGC0589,G,23.166417,-12.042694,14.97
NGC0590,G,23.420500,44.928694,14.09
NGC0591,G,23.380292,35.668250,13.9
NGC0592,*Ass,23.298708,30.644944,
NGC0593,G,23.086500,-12.354444,15.27
