name,type,ra_deg,dec_deg,mag
NGC6874,*Ass,301.887833,38.246111,
NGC6875,G,303.301958,-46.161639,12.03
NGC6875A,G,302.982750,-46.144083,13.95
NGC6876,G,304.579792,-70.858806,10.83
NGC6876A,G,302.820208,-71.012944,14.86
NGC6877,G,304.650833,-70.853056,12.23
NGC6878,G,303.471833,-44.526750,12.42
NGC6878A,G,303.400000,-44.816167,13.25
NGC6879,PN,302.610833,16.922806,12.5
NGC6880,G,304.873458,-70.859861,13.35
NGC6881,PN,302.718750,37.411389,13.9
NGC6882,OCl,302.982750,26.488806,14.1
NGC6883,OCl,302.832292,35.832194,8.0
NGC6884,PN,302.598750,46.460833,10.9
NGC6885,Dup,302.982750,26.488806,
NGC6886,PN,303.178750,19.989722,11.4
NGC6887,G,304.322042,-52.796750,12.08
NGC6888,HII,303.027292,38.354944,7.44
NGC6889,G,304.721792,-53.957083,13.71
NGC6890,G,304.575417,-44.806722,12.65
NGC6891,PN,303.786833,12.704361,10.5
NGC6892,Other,304.238500,18.019667,
NGC6893,G,305.206833,-48.239083,11.71
NGC6894,PN,304.100208,30.565083,12.3
NGC6895,OCl,304.134833,50.240472,
NGC6896,**,304.514917,30.640056,
NGC6897,G,305.255292,-12.254694,14.57
NGC6898,G,305.283458,-12.358889,14.04
NGC6899,G,306.092667,-50.433944,12.85
NGC6900,G,305.396292,-2.569222,14.67
NGC6901,G,305.589625,6.429861,14.83
NGC6902,G,306.117250,-43.653528,11.48
NGC6902A,G,305.749000,-44.271528,14.59
NGC6902B,G,305.779375,-43.868611,13.8
NGC6903,G,305.936917,-19.325417,12.9
NGC6904,OCl,305.450625,25.741500,
NGC6905,PN,305.595792,20.104528,11.1
NGC6906,G,305.891292,6.443667,12.56
NGC6907,G,306.277625,-24.809167,11.16
NGC6908,G,306.287375,-24.801139,12.31
NGC6909,G,306.912042,-47.027028,11.99
NGC6910,OCl,305.800208,40.778611,7.4
NGC6911,G,304.909708,66.728333,15.6
NGC6912,G,306.717000,-18.617278,13.22
NGC6913,OCl,305.990708,38.507667,6.6
NGC6914,RfN,306.180417,42.482639,
NGC6915,G,306.941917,-3.077056,13.77
NGC6916,G,305.887833,58.344056,15.21
NGC6917,G,306.868167,8.098083,14.24
NGC6918,G,307.696333,-47.473722,14.47
NGC6919,G,307.908833,-44.216417,13.11
NGC6920,G,310.989167,-80.000833,11.97
NGC6921,G,307.120250,25.723417,13.44
NGC6922,G,307.470417,-2.191194,13.6
NGC6923,G,307.912792,-30.831889,12.01
NGC6924,G,308.330125,-25.474444,12.79
NGC6925,G,308.585708,-31.980889,11.35
NGC6926,G,308.275458,-2.027500,13.43
NGC6927,G,308.159208,9.916389,14.46
NGC6927A,G,308.152875,9.883917,17.0
NGC6928,G,308.209250,9.926417,12.61
NGC6929,G,308.340333,-2.037194,13.71
NGC6930,G,308.245000,9.874444,12.9
NGC6931,G,308.422292,-11.368861,14.0
NGC6932,G,310.535750,-73.619361,13.3
NGC6933,*,308.409083,7.387333,11.61
NGC6934,GCl,308.547875,7.404111,9.75
NGC6935,G,309.584250,-52.110444,12.0
NGC6936,G,308.984583,-25.279972,13.96
NGC6937,G,309.690958,-52.143250,12.87
NGC6938,OCl,308.677042,22.214583,
NGC6939,OCl,307.875542,60.662083,7.8
NGC6940,OCl,308.611208,28.282722,6.3
NGC6941,G,309.097792,-4.618750,14.17
NGC6942,G,310.157708,-54.303056,11.97
NGC6943,G,311.140583,-68.747722,11.39
NGC6944,G,309.599417,6.996444,13.68
NGC6944A,G,309.547125,6.902667,14.92
NGC6945,G,309.752583,-4.972583,15.2
NGC6946,G,308.718000,60.153917,9.05
NGC6947,G,310.313000,-32.486417,13.43
NGC6948,G,310.871417,-53.356722,13.8
NGC6949,G,308.778833,64.802806,14.5
NGC6950,OCl,310.273250,16.622222,
NGC6951,G,309.308708,66.105639,12.41
NGC6952,Dup,309.308708,66.105639,
NGC6953,Other,309.442583,65.764861,
NGC6954,G,311.013250,3.209444,13.17
NGC6955,G,311.074917,2.594833,15.27
NGC6956,G,310.973792,12.511917,13.4
NGC6957,G,311.198167,2.581222,15.28
NGC6958,G,312.177458,-37.997417,11.4
NGC6959,G,311.780167,0.430194,14.74
NGC6960,SNR,311.492417,30.595139,7.0
NGC6961,G,311.793792,0.363278,15.12
NGC6962,G,311.829417,0.320806,11.89
NGC6963,**,311.831125,0.510639,15.2
NGC6964,G,311.851250,0.300833,12.95
NGC6965,G,311.834875,0.484056,13.68
NGC6966,**,311.861500,0.367694,
NGC6967,G,311.892083,0.411611,13.01
NGC6968,G,312.135333,-8.360306,13.97
NGC6969,G,312.115125,7.739972,13.52
NGC6970,G,313.039417,-48.777778,12.62
NGC6971,G,312.349000,5.995583,14.74
NGC6972,G,312.495583,9.899139,14.02
NGC6973,*,313.024667,-5.895194,
NGC6974,SNR,312.768000,31.828111,
NGC6975,G,313.108458,-5.772306,14.8
NGC6976,Dup,313.108458,-5.772306,
NGC6977,G,313.123792,-5.746111,14.12
NGC6978,G,313.147625,-5.711139,14.08
NGC6979,SNR,312.616708,32.025889,
NGC6980,*,313.203917,-5.837889,
NGC6981,GCl,313.366292,-12.537056,8.96
NGC6982,G,314.326583,-51.862278,13.66
NGC6983,G,314.180958,-43.986028,14.25
NGC6984,G,314.474917,-51.870833,12.73
NGC6985,G,311.262417,-11.104194,14.78
NGC6985A,G,311.255292,-11.107667,15.46
NGC6986,G,314.127750,-18.566556,14.72
NGC6987,G,314.543167,-48.630306,12.45
NGC6988,G,313.954000,10.507861,14.81
NGC6989,OCl,313.528833,45.239278,
NGC6990,G,314.987167,-55.561972,14.0
NGC6991,OCl,313.716667,47.461667,
NGC6992,SNR,314.079458,31.742750,7.0
NGC6993,G,313.475208,-25.472528,14.03
NGC6994,Other,314.733208,-12.635500,8.9
NGC6995,SNR,314.294833,31.235167,7.0
NGC6996,*Ass,314.125042,45.473028,
NGC6997,Cl+N,314.164375,44.631500,10.0
NGC6998,G,315.407000,-28.031917,14.06
NGC6999,G,315.498083,-28.058917,14.91
NGC7000,HII,314.821417,44.528778,4.0
NGC7001,G,315.282292,-0.195167,12.93
NGC7002,G,315.936667,-49.029750,12.38
NGC7003,G,315.176750,17.804889,13.75
NGC7004,G,316.009083,-49.114250,13.75
NGC7005,Other,315.490208,-12.882611,
NGC7006,GCl,315.371875,16.187528,10.46
NGC7007,G,316.366333,-52.551972,11.95
NGC7008,PN,315.136667,54.543194,10.7
NGC7009,PN,316.044958,-11.363250,8.0
NGC7010,G,316.164583,-12.338389,14.77
NGC7011,OCl,315.455750,47.354306,
NGC7012,G,316.689667,-44.814722,13.68
NGC7013,G,315.889917,29.897472,11.3
NGC7014,G,316.967375,-47.179000,12.31
NGC7015,G,316.405750,11.414167,12.53
NGC7016,G,316.817833,-25.468944,14.85
NGC7017,GPair,316.835542,-25.486861,14.93
NGC7018,GTrpl,316.855625,-25.427750,16.8
NGC7019,G,316.607208,-24.412667,15.09
NGC7020,G,317.833708,-64.025333,11.74
NGC7021,Dup,317.833708,-64.025333,
NGC7022,G,317.396833,-49.303667,14.06
NGC7023,Neb,315.398417,68.169556,7.2
NGC7024,OCl,316.533792,41.484583,
NGC7025,G,316.947250,16.335861,13.99
NGC7026,PN,316.577000,47.852194,10.9
NGC7027,PN,316.756375,42.236528,8.5
NGC7028,G,316.458500,18.468194,14.78
NGC7029,G,317.966875,-49.283722,11.67
NGC7030,G,317.805542,-20.485861,14.58
NGC7031,OCl,316.802292,50.875556,9.1
NGC7032,G,318.845333,-68.287889,13.63
NGC7033,G,317.401083,15.124889,15.2
NGC7034,G,317.409083,15.150667,15.19
NGC7035,GPair,317.693333,-23.135833,15.41
NGC7035A,G,317.689417,-23.135139,15.6
NGC7035B,G,317.697083,-23.137083,15.39
NGC7036,OCl,317.551625,15.376111,
NGC7037,OCl,317.690500,33.728333,
NGC7038,G,318.781292,-47.220500,12.14
NGC7039,OCl,317.699167,45.621806,7.6
NGC7040,G,318.318750,8.864972,14.85
NGC7041,G,319.134917,-48.363556,11.3
NGC7042,G,318.441083,13.574917,12.9
NGC7043,G,318.517375,13.626028,14.86
NGC7044,OCl,318.289208,42.496194,12.0
NGC7045,**,318.708583,4.506778,
NGC7046,G,318.733500,2.834833,12.68
NGC7047,G,319.115208,-0.826500,14.82
NGC7048,PN,318.563333,46.288611,12.1
NGC7049,G,319.751250,-48.562167,10.55
NGC7050,OCl,318.785625,36.175250,
NGC7051,G,319.963875,-8.782944,13.68
NGC7052,G,319.637708,26.447028,13.09
NGC7053,G,320.281708,23.084806,14.17
NGC7054,Dup,322.508125,26.717806,
NGC7055,OCl,319.875458,57.545611,
NGC7056,G,320.531500,18.665667,13.09
NGC7057,G,321.244583,-42.460444,13.83
NGC7058,OCl,320.473250,50.819028,
NGC7059,G,321.839458,-60.014583,12.08
NGC7060,G,321.473250,-42.411278,12.82
NGC7061,G,321.861875,-49.063500,14.16
NGC7062,OCl,320.864500,46.378528,8.3
NGC7063,OCl,321.090417,36.487500,7.0
NGC7064,G,322.262417,-52.767611,12.11
NGC7065,G,321.677125,-6.994917,14.27
NGC7065A,G,321.741042,-7.021528,14.32
NGC7066,GPair,321.558333,14.181944,15.2
NGC7067,OCl,321.096333,48.009250,9.7
NGC7068,G,321.634875,12.184306,14.76
NGC7069,G,322.024458,-1.646861,14.62
NGC7070,G,322.605625,-43.087111,12.31
NGC7070A,G,322.947042,-42.847667,12.34
NGC7071,*Ass,321.663875,47.919583,
